,RaceDesc,OverallJobAccess_D,lowwagelaborforce_D,Access30Transit_D,Access30Transit_ts_D,spatialmismatch_D,SAP,Agency,Language,stage,Age_bin,total_boardings
4103,1,4,4,4,4,3,0,0,5,2,2,63.0
4110,1,4,4,4,4,3,1,2,0,4,3,388.0
4139,1,4,4,4,4,3,0,0,0,2,1,0.0
4140,0,4,4,4,4,3,1,3,0,3,1,0.0
4141,1,4,4,4,4,3,1,0,0,4,2,200.0
4158,1,4,4,4,4,3,1,0,0,2,4,30.0
4166,1,4,4,4,4,3,1,3,0,2,5,0.0
4167,3,4,4,4,4,3,0,0,0,3,3,0.0
4168,4,4,4,4,4,3,0,4,0,2,2,0.0
4169,7,4,4,4,4,3,1,0,0,2,3,390.0
4205,0,4,4,4,4,3,0,0,0,2,2,0.0
4206,1,4,4,4,4,3,1,0,0,3,5,281.0
4237,1,4,4,4,4,3,1,3,5,2,3,110.0
4265,1,4,4,4,4,3,0,4,0,5,3,0.0
4266,1,4,4,4,4,3,1,3,0,5,3,0.0
4267,1,4,4,4,4,3,0,0,5,3,2,0.0
4268,7,4,4,4,4,3,0,1,0,3,2,57.0
4277,0,4,4,4,4,3,0,5,0,2,1,0.0
4278,0,4,4,4,4,3,0,3,0,5,4,0.0
4279,0,4,4,4,4,3,0,4,5,3,3,31.0
4283,0,4,4,4,4,3,0,5,0,2,0,256.0
4293,0,4,4,4,4,3,1,3,0,2,2,96.0
4335,0,4,4,4,4,3,1,4,0,3,2,96.0
4336,0,4,4,4,4,3,1,4,0,3,2,0.0
4337,0,4,4,4,4,3,0,0,0,2,1,0.0
4338,3,4,4,4,4,3,0,5,0,2,2,0.0
4339,1,4,4,4,4,3,0,0,0,2,1,1.0
4340,5,4,4,4,4,3,0,1,0,2,2,0.0
4341,6,4,4,4,4,3,1,2,0,3,3,0.0
4342,0,4,4,4,4,3,1,0,0,3,4,430.0
4379,3,4,4,4,4,3,0,3,0,4,4,0.0
4380,0,4,4,4,4,3,1,3,0,3,3,296.0
4403,0,4,4,4,4,3,1,2,0,4,4,9.0
4412,0,4,4,4,4,3,1,0,0,2,2,0.0
4414,0,4,4,4,4,3,1,3,0,3,1,52.0
4430,0,4,4,4,4,3,0,3,0,2,2,0.0
4431,0,4,4,4,4,3,0,0,0,2,4,84.0
4446,4,4,4,4,4,3,0,3,0,3,4,0.0
4447,1,4,4,4,4,3,1,3,0,3,4,117.0
4470,4,4,4,4,4,3,0,4,0,2,3,5.0
4471,1,4,4,4,4,3,1,0,0,4,3,647.0
4502,0,4,4,4,4,3,1,3,0,3,4,0.0
4503,1,4,4,4,4,3,0,4,0,2,2,30.0
4508,1,4,4,4,4,3,0,1,0,2,3,76.0
4526,1,4,4,4,4,3,0,1,0,2,1,1.0
4527,1,4,4,4,4,3,1,3,0,2,2,193.0
4534,0,4,4,4,4,3,0,5,0,2,2,0.0
4535,1,4,4,4,4,3,0,1,0,2,3,0.0
4536,0,4,4,4,4,3,0,0,0,2,3,17.0
4537,0,4,4,4,4,3,0,0,0,2,3,9.0
4556,0,4,4,4,4,3,0,4,0,3,3,17.0
4557,0,4,4,4,4,3,0,4,0,3,3,9.0
4568,8,4,4,4,4,3,0,3,0,2,1,169.0
4576,1,4,4,4,4,3,1,0,0,2,3,9.0
4578,1,4,4,4,4,3,0,4,0,2,1,15.0
4587,3,4,4,4,4,3,0,4,2,2,4,1961.0
4635,0,4,4,4,4,3,0,1,0,2,3,0.0
4636,3,4,4,4,4,3,0,3,0,3,3,32.0
4641,6,4,4,4,4,3,1,0,0,3,3,0.0
4642,0,4,4,4,4,3,0,4,0,2,4,117.0
4678,1,4,4,4,4,3,0,0,0,3,2,0.0
4679,1,4,4,4,4,3,1,2,0,3,4,47.0
4690,3,4,4,4,4,3,0,5,0,2,2,23.0
4696,0,4,4,4,4,3,0,0,0,2,2,156.0
4710,0,4,4,4,4,3,0,4,0,2,3,107.0
4735,3,4,4,4,4,3,0,0,0,2,2,8.0
4740,1,4,4,4,4,3,0,3,0,2,3,0.0
4741,0,4,4,4,4,3,1,2,0,2,1,0.0
4742,1,4,4,4,4,3,1,2,0,2,4,49.0
4749,8,4,4,4,4,3,0,1,0,2,3,0.0
4752,0,4,4,4,4,3,1,2,0,3,1,0.0
4755,0,4,4,4,4,3,0,0,0,2,1,4.0
4758,0,4,4,4,4,3,0,1,0,2,2,12.0
4762,6,4,4,4,4,3,1,3,0,2,3,0.0
4765,5,4,4,4,4,3,1,2,5,2,4,0.0
4766,6,4,4,4,4,3,0,4,0,2,3,0.0
4767,1,4,4,4,4,3,1,3,0,4,2,0.0
4768,1,4,4,4,4,3,0,0,0,2,2,14.0
4774,0,4,4,4,4,3,0,5,0,2,3,84.0
4785,1,4,4,4,4,3,1,3,0,2,4,0.0
4790,0,4,4,4,4,3,0,4,0,2,1,33.0
4801,3,4,4,4,4,3,0,4,0,2,1,17.0
4811,0,4,4,4,4,3,1,0,0,2,5,75.0
4830,0,4,4,4,4,3,0,0,0,2,2,3.0
4832,3,4,4,4,4,3,1,3,0,2,1,65.0
4851,8,4,4,4,4,3,0,0,0,2,1,0.0
4852,0,4,4,4,4,3,0,5,0,2,2,18.0
4854,3,4,4,4,4,3,0,0,0,2,4,34.0
4866,0,4,4,4,4,3,1,3,0,3,1,17.0
4871,1,4,4,4,4,3,0,0,0,2,3,13.0
4876,6,4,4,4,4,3,1,0,0,2,3,1.0
4877,1,4,4,4,4,3,0,0,0,2,2,5.0
4880,1,4,4,4,4,3,0,5,0,2,3,0.0
4882,1,4,4,4,4,3,0,5,0,3,3,0.0
4884,1,4,4,4,4,3,1,3,0,2,4,746.0
4907,6,4,4,4,4,3,0,1,0,2,2,0.0
4908,1,4,4,4,4,3,0,0,0,2,4,125.0
4922,0,4,4,4,4,3,1,0,0,2,4,277.0
4930,0,4,4,4,4,3,0,1,0,2,1,0.0
4931,5,4,4,4,4,3,1,0,0,2,1,0.0
4932,0,4,4,4,4,3,0,0,0,3,4,10.0
4938,0,4,4,4,4,3,0,0,0,2,3,44.0
4954,1,4,4,4,4,3,0,0,0,2,2,0.0
4956,6,4,4,4,4,3,1,3,0,2,4,0.0
4957,4,4,4,4,4,3,1,3,0,2,2,21.0
4961,1,4,4,4,4,3,0,0,0,2,3,28.0
4970,0,4,4,4,4,3,1,3,0,2,2,97.0
4991,5,4,4,4,4,3,0,0,0,2,2,104.0
5008,1,4,4,4,4,3,1,0,0,2,4,28.0
5013,1,4,4,4,4,3,1,0,0,2,3,0.0
5014,1,4,4,4,4,3,0,4,0,2,3,0.0
5015,0,4,4,4,4,3,0,0,0,3,2,2.0
5017,1,4,4,4,4,3,0,1,0,1,3,0.0
5018,6,4,4,4,4,3,1,2,0,3,3,280.0
5043,6,4,4,4,4,3,0,5,0,2,0,0.0
5044,3,4,4,4,4,3,1,3,0,2,3,0.0
5045,1,4,4,4,4,3,1,0,0,3,3,183.0
5057,3,4,4,4,4,3,0,5,2,2,3,269.0
5072,1,4,4,4,4,3,0,1,0,2,4,0.0
5073,1,4,4,4,4,3,0,0,0,2,2,2.0
5074,0,4,4,4,4,3,0,0,0,2,2,5.0
5076,3,4,4,4,4,3,1,3,2,2,4,260.0
5084,0,4,4,4,4,3,1,3,0,3,3,78.0
5091,0,4,4,4,4,3,1,3,0,2,3,101.0
5117,1,4,4,4,4,3,1,0,0,3,3,0.0
5118,1,4,4,4,4,3,1,0,0,2,4,189.0
5134,0,4,4,4,4,3,1,3,0,2,1,0.0
5136,1,4,4,4,4,3,1,0,0,2,3,17.0
5141,1,4,4,4,4,3,0,4,0,2,4,1.0
5142,6,4,4,4,4,3,0,0,0,2,3,0.0
5143,2,4,4,4,4,3,0,0,0,2,0,0.0
5147,0,4,4,4,4,3,0,0,0,2,3,73.0
5165,5,4,4,4,4,3,0,0,5,2,0,0.0
5166,0,4,4,4,4,3,0,3,0,2,1,0.0
5167,3,4,4,4,4,3,0,5,0,2,4,130.0
5188,3,4,4,4,4,3,0,5,0,2,4,245.0
5201,0,4,4,4,4,3,1,3,0,3,2,0.0
5203,0,4,4,4,4,3,0,3,0,3,3,0.0
5204,3,4,4,4,4,3,1,0,2,2,4,778.0
5232,1,4,4,4,4,3,1,0,5,2,5,1024.0
5261,0,4,4,4,4,3,1,3,0,2,5,0.0
5263,0,4,4,4,4,3,1,2,0,2,3,0.0
5264,1,4,4,4,4,3,1,3,0,2,4,172.0
5301,1,4,4,4,4,3,1,3,0,2,2,9.0
5303,1,4,4,4,4,3,0,3,0,2,4,8.0
5311,0,4,4,4,4,3,1,0,0,2,4,27.0
5318,0,4,4,4,4,3,1,3,0,2,2,160.0
5342,6,4,4,4,4,3,1,3,0,2,4,112.0
5379,1,4,4,4,4,3,1,0,0,2,1,0.0
5380,0,4,4,4,4,3,1,2,0,2,2,0.0
5381,0,4,4,4,4,3,1,3,0,2,4,145.0
5400,1,4,4,4,4,3,1,2,0,4,2,0.0
5401,1,4,4,4,4,3,1,3,0,4,3,714.0
5449,1,4,4,4,4,3,1,3,0,2,4,131.0
5460,1,4,4,4,4,3,1,0,0,2,2,0.0
5461,1,4,4,4,4,3,1,0,0,2,4,184.0
5472,0,4,4,4,4,3,1,0,0,2,4,0.0
5473,0,4,4,4,4,3,0,3,0,2,1,69.0
5486,0,4,4,4,4,3,1,3,0,3,2,20.0
5494,1,4,4,4,4,3,0,1,0,2,1,0.0
5497,0,4,4,4,4,3,1,2,0,2,1,492.0
5523,0,4,4,4,4,3,1,3,0,2,1,30.0
5525,3,4,4,4,4,3,0,5,0,2,4,0.0
5529,1,4,4,4,4,3,0,0,0,3,3,0.0
5532,1,4,4,4,4,3,0,0,0,4,3,0.0
5536,1,4,4,4,4,3,1,3,0,2,3,291.0
5568,0,4,4,4,4,3,0,4,0,1,3,707.0
5613,1,4,4,4,4,3,0,4,0,1,2,0.0
5614,0,4,4,4,4,3,0,3,0,1,2,0.0
5619,6,4,4,4,4,3,0,0,0,1,3,0.0
5620,6,4,4,4,4,3,0,0,0,1,3,23.0
5622,6,4,4,4,4,3,1,3,0,2,3,23.0
5633,1,4,4,4,4,3,0,3,0,1,1,0.0
5634,7,4,4,4,4,3,0,0,0,1,2,0.0
5635,7,4,4,4,4,3,0,0,0,1,2,130.0
5636,7,4,4,4,4,3,1,0,0,2,2,0.0
5637,7,4,4,4,4,3,1,0,0,2,2,130.0
5696,4,4,4,4,4,3,1,3,0,1,4,0.0
5697,4,4,4,4,4,3,1,3,0,1,4,374.0
5742,4,4,4,4,4,3,1,3,0,1,2,0.0
5743,0,4,4,4,4,3,0,0,0,1,3,0.0
5744,3,4,4,4,4,3,0,0,2,1,1,182.0
5756,6,4,4,4,4,3,0,4,0,1,3,0.0
5757,4,4,4,4,4,3,0,0,2,1,3,647.0
5804,1,4,4,4,4,3,0,0,0,1,3,0.0
5805,4,4,4,4,4,3,1,0,0,1,4,0.0
5806,1,4,4,4,4,3,0,0,0,1,2,0.0
5807,0,4,4,4,4,3,1,0,0,1,4,65.0
5826,1,4,4,4,4,3,1,3,5,1,2,261.0
5867,0,4,4,4,4,3,1,2,0,1,2,130.0
5876,4,4,4,4,4,3,0,4,0,1,1,0.0
5877,0,4,4,4,4,3,0,1,0,1,3,0.0
5878,4,4,4,4,4,3,1,0,0,1,2,0.0
5879,0,4,4,4,4,3,1,2,0,1,5,198.0
5916,0,4,4,4,4,3,0,1,0,1,2,0.0
5917,1,4,4,4,4,3,1,2,0,1,3,0.0
5919,1,4,4,4,4,3,0,4,0,1,2,563.0
5952,0,4,4,4,4,3,1,0,0,1,4,0.0
5953,2,4,4,4,4,3,0,1,5,1,1,0.0
5954,0,4,4,4,4,3,1,0,0,2,3,0.0
5957,1,4,4,4,4,3,1,0,0,1,4,1.0
5958,1,4,4,4,4,3,0,1,0,1,1,0.0
5959,0,4,4,4,4,3,0,4,0,1,3,36.0
5972,2,4,4,4,4,3,1,0,1,1,5,96.0
5992,1,4,4,4,4,3,0,4,0,1,1,0.0
5994,1,4,4,4,4,3,1,2,0,1,2,0.0
6004,4,4,4,4,4,3,0,0,0,1,1,20.0
6009,1,4,4,4,4,3,1,0,0,1,2,184.0
6020,1,4,4,4,4,3,1,2,0,1,5,228.0
6044,0,4,4,4,4,3,0,0,0,1,2,0.0
6046,5,4,4,4,4,3,1,2,0,1,4,0.0
6047,0,4,4,4,4,3,1,2,0,1,4,0.0
6049,3,4,4,4,4,3,1,2,0,1,4,0.0
6050,4,4,4,4,4,3,1,0,0,1,5,11.0
6057,1,4,4,4,4,3,0,1,0,1,5,0.0
6058,1,4,4,4,4,3,1,2,0,1,1,0.0
6059,1,4,4,4,4,3,1,0,0,1,5,36.0
6062,1,4,4,4,4,3,1,0,0,1,3,1087.0
6102,1,4,4,4,4,3,0,4,0,1,4,0.0
6104,1,4,4,4,4,3,0,0,0,1,1,1.0
6105,1,4,4,4,4,3,1,3,0,2,1,0.0
6106,1,4,4,4,4,3,1,3,0,2,1,1.0
6107,1,4,4,4,4,3,1,3,0,1,4,0.0
6110,3,4,4,4,4,3,1,3,0,1,2,0.0
6112,0,4,4,4,4,3,1,2,0,1,4,461.0
6141,0,4,4,4,4,3,1,0,0,1,5,0.0
6142,5,4,4,4,4,3,0,0,0,1,3,87.0
6158,0,4,4,4,4,3,0,1,0,1,3,13.0
6163,0,4,4,4,4,3,0,1,0,1,3,5.0
6166,1,4,4,4,4,3,0,1,0,1,2,0.0
6168,3,4,4,4,4,3,0,4,0,1,1,10.0
6173,6,4,4,4,4,3,1,2,0,1,4,0.0
6174,4,4,4,4,4,3,0,0,0,1,1,70.0
6197,3,4,4,4,4,3,0,5,2,1,5,285.0
6208,1,4,4,4,4,3,1,0,0,1,4,202.0
6232,6,4,4,4,4,3,0,5,0,1,4,0.0
6233,6,4,4,4,4,3,0,5,0,1,4,47.0
6234,6,4,4,4,4,3,1,0,0,2,4,0.0
6235,6,4,4,4,4,3,1,0,0,2,4,47.0
6248,1,4,4,4,4,3,1,3,0,1,1,17.0
6252,6,4,4,4,4,3,1,2,0,1,1,0.0
6256,6,4,4,4,4,3,0,5,0,1,4,309.0
6282,8,4,4,4,4,3,0,1,0,1,3,10.0
6287,7,4,4,4,4,3,0,0,0,1,1,43.0
6298,0,4,4,4,4,3,0,0,0,1,5,0.0
6300,0,4,4,4,4,3,0,0,0,2,5,0.0
6302,3,4,4,4,4,3,0,0,2,1,4,23.0
6309,1,4,4,4,4,3,0,3,0,1,4,0.0
6310,1,4,4,4,4,3,1,2,0,1,3,477.0
6337,6,4,4,4,4,3,0,5,0,1,5,221.0
6353,1,4,4,4,4,3,1,3,0,1,3,57.0
6372,4,4,4,4,4,3,0,0,0,1,2,0.0
6374,0,4,4,4,4,3,1,0,0,1,3,53.0
6387,3,4,4,4,4,3,0,5,2,1,3,98.0
6390,5,4,4,4,4,3,0,0,0,1,4,27.0
6394,0,4,4,4,4,3,0,1,0,1,3,1.0
6395,1,4,4,4,4,3,0,3,0,1,2,0.0
6396,0,4,4,4,4,3,1,3,0,1,4,173.0
6418,1,4,4,4,4,3,1,3,0,1,4,116.0
6435,6,4,4,4,4,3,0,5,0,1,5,0.0
6436,1,4,4,4,4,3,0,3,0,1,5,0.0
6437,1,4,4,4,4,3,1,3,0,1,5,18.0
6445,8,4,4,4,4,3,1,3,0,1,4,324.0
6468,0,4,4,4,4,3,0,3,0,1,4,0.0
6469,0,4,4,4,4,3,0,3,0,1,5,0.0
6470,8,4,4,4,4,3,1,3,0,1,5,105.0
6489,0,4,4,4,4,3,1,3,0,1,4,1.0
6491,1,4,4,4,4,3,1,3,0,1,4,25.0
6504,5,4,4,4,4,3,0,1,0,1,3,0.0
6505,1,4,4,4,4,3,1,3,0,1,4,556.0
6537,1,4,4,4,4,3,1,3,0,1,4,50.0
6555,0,4,4,4,4,3,0,3,5,1,4,0.0
6556,0,4,4,4,4,3,0,3,5,1,4,308.0
6557,0,4,4,4,4,3,1,0,5,2,4,0.0
6558,0,4,4,4,4,3,1,0,5,2,4,308.0
6606,6,4,4,4,4,3,1,3,0,1,4,140.0
6627,0,4,4,4,4,3,1,3,0,1,3,107.0
6644,0,4,4,4,4,3,1,3,0,1,4,78.0
6666,0,4,4,4,4,3,0,3,0,1,4,3.0
6667,0,4,4,4,4,3,1,3,0,1,4,0.0
6668,1,4,4,4,4,3,1,3,0,1,5,111.0
6681,4,4,4,4,4,3,1,4,5,1,4,0.0
6682,4,4,4,4,4,3,1,4,5,1,4,307.0
6683,4,4,4,4,4,3,1,3,5,2,4,0.0
6684,4,4,4,4,4,3,1,3,5,2,4,307.0
6737,6,4,4,4,4,3,0,5,0,1,1,0.0
6739,0,4,4,4,4,3,0,0,0,1,2,32.0
6747,0,4,4,4,4,3,0,0,0,1,2,74.0
6768,0,4,4,4,4,3,0,4,0,1,3,13.0
6773,1,4,4,4,4,3,1,3,0,1,2,0.0
6774,6,4,4,4,4,3,1,3,0,1,4,0.0
6775,0,4,4,4,4,3,1,3,0,1,4,43.0
6790,1,4,4,4,4,3,1,3,0,1,5,186.0
6814,1,4,4,4,4,3,1,0,0,1,4,2.0
6815,0,4,4,4,4,3,1,3,0,1,2,11.0
6819,6,4,4,4,4,3,1,0,0,1,5,653.0
6844,0,4,4,4,4,3,0,0,0,1,1,5.0
6849,6,4,4,4,4,3,0,5,0,1,4,92.0
6858,6,4,4,4,4,3,1,0,0,1,3,191.0
6884,6,4,4,4,4,3,0,5,0,2,4,51.0
6893,0,4,4,4,4,3,0,0,0,1,3,1.0
6895,0,4,4,4,4,3,0,5,0,2,3,1.0
6897,8,4,4,4,4,3,1,3,0,1,4,55.0
6912,1,4,4,4,4,3,0,4,0,1,1,21.0
6919,8,4,4,4,4,3,0,3,0,1,1,3.0
6922,6,4,4,4,4,3,1,3,0,1,2,0.0
6924,1,4,4,4,4,3,1,0,0,1,5,98.0
6944,3,4,4,4,4,3,0,5,0,1,2,0.0
6945,3,4,4,4,4,3,0,5,0,1,2,9.0
6946,3,4,4,4,4,3,0,0,0,2,2,0.0
6947,3,4,4,4,4,3,0,0,0,2,2,9.0
6948,0,4,4,4,4,3,0,5,0,1,2,0.0
6949,1,4,4,4,4,3,0,5,0,1,2,42.0
6956,0,4,4,4,4,3,0,5,0,1,3,81.0
6971,1,4,4,4,4,3,0,5,0,1,0,26.0
6981,3,4,4,4,4,3,1,0,2,1,5,336.0
6999,0,4,4,4,4,3,0,5,0,1,4,17.0
7008,3,4,4,4,4,3,0,5,0,1,1,20.0
7013,4,4,4,4,4,3,0,0,0,1,1,8.0
7018,3,4,4,4,4,3,0,5,0,1,1,0.0
7020,0,4,4,4,4,3,0,5,0,1,1,0.0
7021,5,4,4,4,4,3,0,1,0,1,2,0.0
7023,3,4,4,4,4,3,0,5,0,1,0,0.0
7025,0,4,4,4,4,3,0,3,0,1,4,2.0
7028,4,4,4,4,4,3,0,5,0,1,1,0.0
7029,4,4,4,4,4,3,0,4,0,1,4,0.0
7036,0,4,4,4,4,3,0,5,0,1,1,16.0
7039,6,4,4,4,4,3,0,1,0,1,1,0.0
7040,1,4,4,4,4,3,0,5,0,1,1,0.0
7044,1,4,4,4,4,3,0,5,0,1,2,0.0
7048,5,4,4,4,4,3,0,1,0,1,4,0.0
7050,0,4,4,4,4,3,1,3,0,1,2,0.0
7051,8,4,4,4,4,3,0,1,0,1,1,0.0
7052,2,4,4,4,4,3,0,5,0,1,1,10.0
7057,0,4,4,4,4,3,0,0,0,1,0,0.0
7060,6,4,4,4,4,3,0,1,0,1,2,0.0
7061,3,4,4,4,4,3,0,0,2,1,4,0.0
7063,3,4,4,4,4,3,0,0,2,1,2,0.0
7065,8,4,4,4,4,3,1,3,0,1,2,0.0
7066,6,4,4,4,4,3,0,5,0,1,4,10.0
7067,1,4,4,4,4,3,1,0,0,1,0,0.0
7069,6,4,4,4,4,3,1,2,0,1,0,18.0
7076,0,4,4,4,4,3,1,0,0,1,3,118.0
7090,4,4,4,4,4,3,0,5,5,1,2,0.0
7091,7,4,4,4,4,3,1,3,0,1,2,0.0
7092,4,4,4,4,4,3,1,0,0,1,1,28.0
7101,2,4,4,4,4,3,0,0,0,1,4,0.0
7103,2,4,4,4,4,3,1,0,0,1,3,0.0
7104,1,4,4,4,4,3,0,1,0,1,2,1.0
7110,3,4,4,4,4,3,1,0,2,1,4,79.0
7121,5,4,4,4,4,3,0,5,0,1,2,0.0
7122,4,4,4,4,4,3,1,0,0,1,2,15.0
7129,0,4,4,4,4,3,0,3,0,1,3,1.0
7130,1,4,4,4,4,3,1,0,0,1,2,27.0
7138,4,4,4,4,4,3,1,0,0,1,0,0.0
7142,4,4,4,4,4,3,1,0,0,1,3,14.0
7151,1,4,4,4,4,3,1,2,0,1,0,0.0
7152,1,4,4,4,4,3,0,3,5,1,2,0.0
7153,6,4,4,4,4,3,1,0,0,1,3,2.0
7155,3,4,4,4,4,3,1,0,2,1,5,0.0
7156,3,4,4,4,4,3,1,0,2,1,4,67.0
7166,3,4,4,4,4,3,0,0,0,1,0,8.0
7178,0,4,4,4,4,3,0,0,0,3,1,0.0
7186,8,4,4,4,4,3,0,0,0,1,0,0.0
7187,0,4,4,4,4,3,0,3,0,1,1,0.0
7188,1,4,4,4,4,3,0,3,0,1,0,1.0
7189,3,4,4,4,4,3,1,0,2,1,5,184.0
7197,1,4,4,4,4,3,0,3,0,1,0,0.0
7199,1,4,4,4,4,3,0,3,0,2,0,0.0
7201,0,4,4,4,4,3,1,3,0,1,2,21.0
7206,0,4,4,4,4,3,0,5,0,1,4,8.0
7209,1,4,4,4,4,3,0,0,0,1,3,11.0
7213,4,4,4,4,4,3,0,0,0,1,1,2.0
7215,0,4,4,4,4,3,0,5,0,1,2,57.0
7222,5,4,4,4,4,3,0,0,0,1,4,0.0
7224,1,4,4,4,4,3,0,0,0,1,0,0.0
7225,0,4,4,4,4,3,0,5,0,1,1,58.0
7229,5,4,4,4,4,3,0,0,0,1,0,0.0
7230,2,4,4,4,4,3,0,5,0,1,4,13.0
7235,1,4,4,4,4,3,0,1,0,1,0,2.0
7237,0,4,4,4,4,3,0,5,0,1,5,0.0
7240,3,4,4,4,4,3,0,0,0,1,2,0.0
7241,1,4,4,4,4,3,0,5,0,1,3,0.0
7242,0,4,4,4,4,3,0,5,0,1,1,24.0
7246,3,4,4,4,4,3,0,5,2,1,2,0.0
7247,1,4,4,4,4,3,0,5,0,1,3,1.0
7248,3,3,3,4,4,3,0,0,2,3,2,792.0
7287,1,3,3,4,4,3,0,0,0,1,1,206.0
7301,3,3,3,4,4,3,0,0,2,2,2,25.0
7316,3,3,3,4,4,3,1,3,0,3,1,2.0
7317,4,3,3,4,4,3,0,0,0,2,1,0.0
7318,5,3,3,4,4,3,0,5,0,3,0,0.0
7320,0,3,3,4,4,3,0,0,0,2,3,0.0
7321,3,3,3,4,4,3,0,0,2,2,1,146.0
7329,2,3,3,4,4,3,0,0,1,2,4,3.0
7331,1,3,3,4,4,3,1,0,0,1,5,0.0
7332,0,3,3,4,4,3,1,2,0,1,4,9.0
7344,0,3,3,4,4,3,0,5,0,1,1,0.0
7346,0,3,3,4,4,3,0,5,0,2,1,0.0
7348,0,3,3,4,4,3,0,0,0,1,0,98.0
7363,5,3,3,4,4,3,1,2,0,1,0,0.0
7364,3,3,3,4,4,3,0,0,2,1,1,4.0
7367,0,3,3,4,4,3,0,0,0,1,0,1.0
7368,4,3,3,4,4,3,0,5,0,1,0,0.0
7369,0,3,3,4,4,3,0,1,0,1,4,95.0
7376,4,3,3,4,4,3,0,0,0,1,0,4.0
7378,4,3,3,4,4,3,0,0,0,1,1,3.0
7380,1,3,4,4,4,4,0,0,5,2,4,0.0
7381,1,3,4,4,4,4,1,2,0,2,2,307.0
7412,5,3,4,4,4,4,0,3,0,1,4,19.0
7415,1,3,4,4,4,4,0,4,0,2,4,339.0
7442,4,3,4,4,4,4,0,0,0,2,4,0.0
7443,1,3,4,4,4,4,0,0,5,2,1,0.0
7444,1,3,4,4,4,4,0,0,0,2,1,0.0
7445,2,3,4,4,4,4,1,0,1,1,5,0.0
7446,5,3,4,4,4,4,0,0,5,2,4,20.0
7453,2,3,4,4,4,4,1,0,1,2,5,228.0
7495,2,3,4,4,4,4,1,0,0,2,5,272.0
7538,4,3,4,4,4,4,1,0,0,2,5,455.0
7581,1,3,4,4,4,4,0,0,0,2,2,0.0
7582,2,3,4,4,4,4,1,0,1,2,5,357.0
7628,7,3,4,4,4,4,1,3,0,3,0,4.0
7630,4,3,4,4,4,4,0,0,5,1,4,97.0
7651,2,3,4,4,4,4,0,1,0,1,4,18.0
7655,2,3,4,4,4,4,0,1,1,1,5,0.0
7656,2,3,4,4,4,4,1,0,0,1,5,458.0
7700,2,3,4,4,4,4,1,0,1,1,5,203.0
7739,2,3,4,4,4,4,1,2,1,1,5,271.0
7783,2,3,4,4,4,4,1,2,1,1,5,146.0
7819,2,3,4,4,4,4,1,2,0,1,5,0.0
7820,1,3,4,4,4,4,0,0,5,1,0,164.0
7847,2,3,4,4,4,4,1,2,0,1,5,216.0
7888,2,3,4,4,4,4,1,2,0,1,5,224.0
7930,2,3,4,4,4,4,1,2,0,1,5,59.0
7941,2,3,4,4,4,4,0,4,4,1,3,0.0
7942,2,3,4,4,4,4,1,2,1,1,5,163.0
7981,2,3,4,4,4,4,1,0,1,1,5,40.0
8003,2,3,4,4,4,4,1,0,1,1,5,70.0
8029,2,3,4,4,4,4,1,0,4,1,5,729.0
8061,2,3,4,4,4,4,1,2,1,1,5,0.0
8062,2,3,4,4,4,4,0,1,1,1,5,5.0
8064,2,3,4,4,4,4,1,0,1,1,5,305.0
8106,2,3,4,4,4,4,1,0,4,1,5,50.0
8122,2,3,4,4,4,4,1,0,4,1,5,51.0
8141,2,3,4,4,4,4,1,0,4,1,5,0.0
8161,2,3,4,4,4,4,1,0,4,1,5,134.0
8199,2,3,4,4,4,4,1,0,4,1,5,64.0
8224,2,3,4,4,4,4,1,1,1,1,5,0.0
8226,2,3,4,4,4,4,1,0,1,2,5,0.0
8228,2,3,4,4,4,4,1,2,1,1,5,498.0
8267,2,3,4,4,4,4,1,0,4,1,5,157.0
8302,2,3,4,4,4,4,1,2,1,1,1,0.0
8303,1,3,4,4,4,4,1,2,0,1,3,39.0
8325,2,3,4,4,4,4,1,0,1,1,5,92.0
8347,2,3,4,4,4,4,1,0,1,1,5,269.0
8388,2,3,4,4,4,4,1,2,4,1,5,0.0
8390,2,3,4,4,4,4,1,2,0,1,3,0.0
8391,3,3,4,4,4,4,0,5,2,1,0,345.0
8427,3,3,4,4,4,4,0,0,2,1,2,0.0
8428,2,3,4,4,4,4,1,2,1,1,3,0.0
8429,5,3,4,4,4,4,1,2,5,1,5,49.0
8446,2,3,4,4,4,4,1,0,1,1,5,113.0
8468,2,3,4,4,4,4,1,0,4,1,5,9.0
8474,4,3,4,4,4,4,1,0,0,1,5,6.0
8478,3,3,4,4,4,4,0,0,2,1,1,0.0
8480,1,3,4,4,4,4,0,0,0,1,0,0.0
8481,2,3,4,4,4,4,1,0,1,1,5,36.0
8493,2,3,4,4,4,4,0,0,1,1,4,0.0
8494,6,3,4,4,4,4,1,2,0,1,0,0.0
8495,0,3,4,4,4,4,1,2,0,1,2,27.0
8498,1,3,4,4,4,4,0,0,0,1,1,0.0
8499,4,3,4,4,4,4,1,0,5,1,5,26.0
8503,2,3,3,4,4,3,1,2,1,2,5,827.0
8547,5,3,3,4,4,3,0,0,0,2,1,3.0
8550,0,3,3,4,4,3,1,3,0,2,3,120.0
8567,3,3,3,4,4,3,1,3,0,2,3,0.0
8568,4,3,3,4,4,3,0,4,0,1,2,0.0
8569,4,3,3,4,4,3,0,4,0,1,3,1.0
8570,4,3,3,4,4,3,0,4,0,1,3,15.0
